antecedent,consequent,ant_name,coq_name,support,confidence,lift,iteration
[48053],[10746],"['Hummus, Hope, Original Recipe']",['Organic Red Bell Pepper'],260,0.0423728813559322,23.932211598612092,109
[22032 41784],[47762],"['Organic Whole String Cheese', 'Bartlett Pears']",['Organic Avocado'],207,0.1929170549860205,35.41494230816862,109
[35137 41899],[30388],"['Organic Whole Cashews', 'Pure Mint Clarifying Body Wash']",['Organic Cucumber'],1,1.0,397.8484324451503,109
[22932 35137],[24849],"['Organic Yellow Onion', 'Organic Whole Cashews']",['Banana'],161,0.12983870967741937,8.93773565052865,109
[15258],[39558],['Organic Rosemary'],['Crackers Cheddar Bunnies Snack Packs'],46,0.004266765606158984,11.315730733362996,109
[27963 47205 47622],[21900 26206],"['Organic Raspberries', 'Organic Hass Avocado', 'Large Lemon']","['Organic Baby Spinach', 'Limes']",103,0.06514864010120178,101.46298712127071,109
[27963 30388 47622],[26206],"['Organic Raspberries', 'Organic Cucumber', 'Large Lemon']",['Limes'],173,0.22793148880105402,52.559928954729706,109
[47762 48675],[21134],"['Organic Avocado', 'Organic Garnet Sweet Potato (Yam)']",['Organic Strawberries'],1235,0.16446930350246372,20.183849918157144,109
[48675],[21134],['Organic Garnet Sweet Potato (Yam)'],['Organic Strawberries'],8482,0.1556130405269048,19.096999795199487,109
[21134 28598 47762],[13173],"['Organic Strawberries', 'Collard Greens', 'Organic Avocado']",['Bag of Organic Bananas'],26,0.1780821917808219,15.249741778411225,109
[27101 32300],[13173],"['Fresh Cauliflower', 'Red Seedless Grapes']",['Bag of Organic Bananas'],28,0.1917808219178082,16.42279883828901,109
[24961],[47622],['Organic Garlic'],['Large Lemon'],16098,0.14128984693161073,29.71725154301158,109
[26937],[48675],['Organic Large Green Asparagus'],['Organic Garnet Sweet Potato (Yam)'],1146,0.05725419664268585,35.52361614478575,109
[26937 47205],[13173],"['Organic Large Green Asparagus', 'Organic Hass Avocado']",['Bag of Organic Bananas'],1857,0.37759251728344856,32.33444247541534,109
[ 8515 12453 21900],[21134],"['Organic Red Onion', 'Organic Sunday Bacon', 'Organic Baby Spinach']",['Organic Strawberries'],35,0.2631578947368421,32.295020037383765,109
[21900 27518],[13173],"['Organic Baby Spinach', 'Organic Lacinato (Dinosaur) Kale']",['Bag of Organic Bananas'],2449,0.2695058875316386,23.07864223547607,109
[ 8515 13173 24827],[21900],"['Organic Red Onion', 'Bag of Organic Bananas', 'Organic Romaine']",['Organic Baby Spinach'],91,0.30132450331125826,40.48598684126575,109
[10746],[21134],['Organic Red Bell Pepper'],['Organic Strawberries'],12471,0.20827348942850463,25.55954675452769,109
[27101 35936],[21134],"['Fresh Cauliflower', 'Organic Jalapeno Pepper']",['Organic Strawberries'],214,0.15417867435158503,18.920972834582475,109
[31654],[34240],['Organic Basil Babe Level 1 Baby Food'],['Organic Baby Broccoli'],15,0.02242152466367713,22.878916189919778,109
[34240],[47205],['Organic Baby Broccoli'],['Organic Hass Avocado'],6113,0.18444317050357542,28.240618689299883,109
[ 5874 22392],[47205],"['Organic Lemon', 'Tomato Sauce']",['Organic Hass Avocado'],149,0.28489483747609945,43.62105926582206,109
[21935],[31714],['Green Bell Pepper'],['Organic Cilantro'],4606,0.0794069476769244,36.762107879840656,109
[45444],[47762],['Gluten Free Covered Pretzels Yogurt'],['Organic Avocado'],212,0.06587942821628341,12.093882263254947,109
[15258 45004 47762],[21900],"['Organic Rosemary', 'Organic Zucchini', 'Organic Avocado']",['Organic Baby Spinach'],52,0.4297520661157025,57.74152550678751,109
[21134 40703 47622],[21900],"['Organic Strawberries', 'Organic Grape Tomatoes', 'Large Lemon']",['Organic Baby Spinach'],481,0.2834413671184443,38.08320708513372,109
[30230 49231],[47205],"['Organic Large Brown Grade AA Cage Free Eggs', 'Organic Half & Half']",['Organic Hass Avocado'],215,0.20673076923076922,31.653136352254528,109
[21134],[13173],['Organic Strawberries'],['Bag of Organic Bananas'],64702,0.23478737340198927,20.105585973573685,109
[21134 47622],[21900],"['Organic Strawberries', 'Large Lemon']",['Organic Baby Spinach'],3756,0.2168340838240388,29.13384662703583,109
[44356],[22932],['Organic Small Bunch Celery'],['Organic Yellow Onion'],11465,0.16213196820997255,46.57954924463703,109
[44356 49379],[21134],"['Organic Small Bunch Celery', 'Organic Bunch Beets']",['Organic Strawberries'],304,0.17194570135746606,21.10136150858921,109
[49379],[8274],['Organic Bunch Beets'],['Apple Honeycrisp Organic'],890,0.05904205917473796,22.8796138244653,109
[20667 47622],[21900],"['Organic Lentil Vegetable Soup', 'Large Lemon']",['Organic Baby Spinach'],36,0.15126050420168066,20.323374685485327,109
[47622 48675],[22932],"['Large Lemon', 'Organic Garnet Sweet Potato (Yam)']",['Organic Yellow Onion'],1004,0.14654794920449568,42.1023533608809,109
[24961 47762],[24849],"['Organic Garlic', 'Organic Avocado']",['Banana'],4444,0.3125835267637336,21.517380586000034,109
[24961 46203 47762],[24849],"['Organic Garlic', 'Red Grapefruit', 'Organic Avocado']",['Banana'],31,0.41333333333333333,28.452717052283337,109
[39272 39474],[21134],"['Organic Blueberries', 'Broccoli Florets, Organic']",['Organic Strawberries'],27,0.4426229508196721,54.31916484976351,109
[20667 22932],[21900],"['Organic Lentil Vegetable Soup', 'Organic Yellow Onion']",['Organic Baby Spinach'],53,0.2623762376237624,35.25289442831572,109
[12569 34966],[21134],"['6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS', 'Red Vine Tomato']",['Organic Strawberries'],18,0.15,18.408161421308744,109
[12569 34966],[17791],"['6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS', 'Red Vine Tomato']",['Carrots'],8,0.06666666666666667,29.96832595625147,109
[42582],[24849],['Organic Extra Firm Tofu'],['Banana'],7597,0.2506433520290333,17.253591233027255,109
[10746],[21900],['Organic Red Bell Pepper'],['Organic Baby Spinach'],10306,0.17211663716222986,23.125606549544074,109
[46663 48771],[21900],"['Organic Ginger Root', 'Organic Red Cabbage']",['Organic Baby Spinach'],379,0.2630117973629424,35.33828829092735,109
[10746 17791 46663],[21900 47205],"['Organic Red Bell Pepper', 'Carrots', 'Organic Ginger Root']","['Organic Baby Spinach', 'Organic Hass Avocado']",23,0.07467532467532467,69.85458249050482,109
[39272],[47205],['Organic Blueberries'],['Organic Hass Avocado'],12756,0.12145563955591948,18.5964185878993,109
[27842 48675],[13173],"['Organic Whole Milk', 'Organic Garnet Sweet Potato (Yam)']",['Bag of Organic Bananas'],1146,0.2603362108132667,22.2934137926524,109
[19054 44629],[21134],"['Organic Large Extra Fancy Fuji Apple', 'Sparkling Water Grapefruit']",['Organic Strawberries'],498,0.20219244823386115,24.813274835056855,109
[22932 44629],[21134],"['Organic Yellow Onion', 'Sparkling Water Grapefruit']",['Organic Strawberries'],643,0.16819251896416426,20.64076692632579,109
[31714],[47762],['Organic Cilantro'],['Organic Avocado'],10191,0.13950718685831623,25.610172073797134,109
[31550 34259],[47205],"['Fresh Ginger Root', 'Hint Of Sea Salt Almond Nut Thins']",['Organic Hass Avocado'],12,0.15,22.966926841635843,109
[20428],[21134],['Organic Ranch Dressing'],['Organic Strawberries'],444,0.17924909164311667,21.997641423929707,109
[22932 45004 46663],[47205],"['Organic Yellow Onion', 'Organic Zucchini', 'Organic Ginger Root']",['Organic Hass Avocado'],285,0.29656607700312176,45.408075961610926,109
[27680 28598],[47205],"['Black Beans No Salt Added', 'Collard Greens']",['Organic Hass Avocado'],17,0.2125,32.53647969231744,109
[22932 27680 28598],[45004 47205],"['Organic Yellow Onion', 'Black Beans No Salt Added', 'Collard Greens']","['Organic Zucchini', 'Organic Hass Avocado']",2,0.2857142857142857,564.767181850822,109
[24486],[31714],['Organic Whole Strawberries'],['Organic Cilantro'],1502,0.04599179374119664,21.292284020036494,109
[26206 48771],[47205],"['Limes', 'Organic Red Cabbage']",['Organic Hass Avocado'],516,0.19830899308224442,30.36365424105584,109
[ 5874 24961],[26206],"['Organic Lemon', 'Organic Garlic']",['Limes'],2160,0.19529837251356238,45.034885869791715,109
[24218],[49379],['Organic Red Grapes'],['Organic Bunch Beets'],135,0.014085976627712854,31.602437089435025,109
[49379],[21134],['Organic Bunch Beets'],['Organic Strawberries'],2248,0.14913095396046172,18.301511156119613,109
[ 5874 21134 28598],[13173],"['Organic Lemon', 'Organic Strawberries', 'Collard Greens']",['Bag of Organic Bananas'],48,0.3779527559055118,32.36529084891153,109
[ 8274 21900 47622],[13173],"['Apple Honeycrisp Organic', 'Organic Baby Spinach', 'Large Lemon']",['Bag of Organic Bananas'],405,0.2719946272666219,23.291760896767467,109
[ 3986 24181],[21134],"['Roasted Salted Peanuts', 'Red Peppers']",['Organic Strawberries'],23,0.14375,17.64115469542088,109
[46513],[21134],['Sesame Bagels'],['Organic Strawberries'],415,0.13439119170984457,16.49263167064579,109
[18367 19054 43119],[21134],"['Organic Shredded Mozzarella', 'Organic Large Extra Fancy Fuji Apple', 'Organic Bartlett Pear']",['Organic Strawberries'],23,0.4107142857142857,50.40329912977394,109
[17791 31368],[26206],"['Carrots', 'Whole Wheat English Muffins']",['Limes'],56,0.19377162629757785,44.68282537535915,109
[17791],[47205],['Carrots'],['Organic Hass Avocado'],9855,0.13099304826339506,20.056718374855116,109
[17791 26206],[47205],"['Carrots', 'Limes']",['Organic Hass Avocado'],1389,0.16285613788251846,24.935366696394407,109
[21900 27963 30388],[21134],"['Organic Baby Spinach', 'Organic Raspberries', 'Organic Cucumber']",['Organic Strawberries'],708,0.3374642516682555,41.413976124202705,109
[21292],[47205],['Organic Spaghetti Squash'],['Organic Hass Avocado'],2196,0.15661103979460847,23.979161957035284,109
[12569],[21900],['6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS'],['Organic Baby Spinach'],433,0.07711487088156722,10.361160853062257,109
[ 9836 27842],[47205],"['Organic Broccoli', 'Organic Whole Milk']",['Organic Hass Avocado'],748,0.1881761006289308,28.812178243259723,109
[13173 24849 41947],[47205],"['Bag of Organic Bananas', 'Banana', 'Organic Tomato Cluster']",['Organic Hass Avocado'],16,0.24242424242424243,37.11826560264379,109
[34966 47205],[24849],"['Red Vine Tomato', 'Organic Hass Avocado']",['Banana'],1721,0.2902681733850565,19.98125372566484,109
[34966 43119],[21134],"['Red Vine Tomato', 'Organic Bartlett Pear']",['Organic Strawberries'],205,0.2540272614622057,31.1744988960619,109
[17791 21900 35137],[47205],"['Carrots', 'Organic Baby Spinach', 'Organic Whole Cashews']",['Organic Hass Avocado'],40,0.2484472049689441,38.04045853687096,109
[41947 47205],[13173],"['Organic Tomato Cluster', 'Organic Hass Avocado']",['Bag of Organic Bananas'],4879,0.3600206611570248,30.829708813864492,109
[28943],[13173],['Yogurt Tubes Blueberry'],['Bag of Organic Bananas'],502,0.1855822550831793,15.891995939475551,109
[31724],[9836],"['Organic Tomato Paste, No Salt Added']",['Organic Broccoli'],164,0.03911280705938469,32.76348470262005,109
[8274],[47205],['Apple Honeycrisp Organic'],['Organic Hass Avocado'],15920,0.1824181868182235,27.930567674919992,109
[24961],[47762],['Organic Garlic'],['Organic Avocado'],14217,0.1247805785704255,22.906720152719235,109
[21285 22932],[24961],"['Blackberries', 'Organic Yellow Onion']",['Organic Garlic'],68,0.17989417989417988,53.397173313301664,109
[21285],[17791],['Blackberries'],['Carrots'],319,0.013324422538741072,5.989659567297242,109
[21285 28598],[24961],"['Blackberries', 'Collard Greens']",['Organic Garlic'],1,0.023255813953488372,6.902917753908355,109
[21900 46688],[13173],"['Organic Baby Spinach', 'Multigrain Tortilla Chips']",['Bag of Organic Bananas'],145,0.1917989417989418,16.424350501066627,109
[34445],[21900],['Original Veggie Straws'],['Organic Baby Spinach'],2417,0.13784646971598039,18.521063828889098,109
[ 5874 47622],[25337],"['Organic Lemon', 'Large Lemon']",['Large Yellow Flesh Nectarine'],1,0.003205128205128205,6.9519349995395405,109
[21935 24961],[47205],"['Green Bell Pepper', 'Organic Garlic']",['Organic Hass Avocado'],1256,0.1964956195244055,30.08600345545955,109
[9836],[24849],['Organic Broccoli'],['Banana'],6539,0.1619646793649221,11.149198051049812,109
[ 9836 24961],[24849],"['Organic Broccoli', 'Organic Garlic']",['Banana'],590,0.15567282321899736,10.716084173661908,109
[9435],[17791],['Honey Graham Sticks'],['Carrots'],106,0.03002832861189802,13.498481096441878,109
[21900 39465],[47205],"['Organic Baby Spinach', 'Apples, Kale & Avocados Organic Baby Food']",['Organic Hass Avocado'],114,0.26573426573426573,40.687329602898,109
[21134 39465 48675],[21900],"['Organic Strawberries', 'Apples, Kale & Avocados Organic Baby Food', 'Organic Garnet Sweet Potato (Yam)']",['Organic Baby Spinach'],5,0.25,33.59002204962158,109
[ 4797 22932],[13173],"['Shredded Parmesan', 'Organic Yellow Onion']",['Bag of Organic Bananas'],839,0.2590305649891942,22.18160720788354,109
[2596],[40703],['Fresh Pressed Virgin Coconut Oil'],['Organic Grape Tomatoes'],58,0.04008293020041465,15.390550026549471,109
[ 8274 36253],[21900],"['Apple Honeycrisp Organic', 'Yellow Soft Corn Tortillas 8 Count']",['Organic Baby Spinach'],37,0.19072164948453607,25.62537764610306,109
[10746 36253],[21900],"['Organic Red Bell Pepper', 'Yellow Soft Corn Tortillas 8 Count']",['Organic Baby Spinach'],37,0.1510204081632653,20.29111536058773,109
[13173 41784 42447],[47762],"['Bag of Organic Bananas', 'Bartlett Pears', 'Macaroni & Cheese']",['Organic Avocado'],8,0.22857142857142856,41.960229782376736,109
[45004],[27842],['Organic Zucchini'],['Organic Whole Milk'],7703,0.07040361203524294,16.672062194637437,109
[21134 21900 27963],[13173],"['Organic Strawberries', 'Organic Baby Spinach', 'Organic Raspberries']",['Bag of Organic Bananas'],2223,0.40075716603569495,34.3181046727794,109
[10746],[13173],['Organic Red Bell Pepper'],['Bag of Organic Bananas'],13606,0.2272286983533184,19.45831270314461,109
[24961 27101 47762],[21900],"['Organic Garlic', 'Fresh Cauliflower', 'Organic Avocado']",['Organic Baby Spinach'],372,0.30667765869744434,41.20523727109391,109
[27101 27518 47762],[24961],"['Fresh Cauliflower', 'Organic Lacinato (Dinosaur) Kale', 'Organic Avocado']",['Organic Garlic'],98,0.20123203285420946,59.73079140650884,109
[14648 18438],[21134],"['Tommy/Kent/Keitt/Haden Mango', 'Organic Ketchup']",['Organic Strawberries'],25,0.3787878787878788,46.485256114416025,109
[39177 46663],[47622],"['Organic Lowfat 1% Milk', 'Organic Ginger Root']",['Large Lemon'],36,0.10112359550561797,21.26915266621236,109
[ 9836 21900],[21134],"['Organic Broccoli', 'Organic Baby Spinach']",['Organic Strawberries'],1792,0.22700785406637952,27.85864814372542,109
[ 9836 21900 25135],[21134],"['Organic Broccoli', 'Organic Baby Spinach', 'Organic Plain Greek Whole Milk Yogurt']",['Organic Strawberries'],29,0.25892857142857145,31.775992929640097,109
[46203],[13173],['Red Grapefruit'],['Bag of Organic Bananas'],1373,0.23118370095975754,19.79699209538486,109
[13173 24849],[40703],"['Bag of Organic Bananas', 'Banana']",['Organic Grape Tomatoes'],71,0.058970099667774084,22.642612814721232,109
[26206 35137 41947],[22932],"['Limes', 'Organic Whole Cashews', 'Organic Tomato Cluster']",['Organic Yellow Onion'],16,0.1839080459770115,52.835686747336176,109
[24961 27518 27963],[30388],"['Organic Garlic', 'Organic Lacinato (Dinosaur) Kale', 'Organic Raspberries']",['Organic Cucumber'],83,0.1537037037037037,61.15077757953236,109
[27518 27963],[13173],"['Organic Lacinato (Dinosaur) Kale', 'Organic Raspberries']",['Bag of Organic Bananas'],1572,0.35841313269493846,30.692051063231936,109
[21900 27963 30388],[13173],"['Organic Baby Spinach', 'Organic Raspberries', 'Organic Cucumber']",['Bag of Organic Bananas'],944,0.449952335557674,38.53084275991326,109
[21900 24961 30388],[13173],"['Organic Baby Spinach', 'Organic Garlic', 'Organic Cucumber']",['Bag of Organic Bananas'],734,0.34671705243268774,29.69047868794122,109
[ 1193 22932],[21134],"['Natural Artisan Water', 'Organic Yellow Onion']",['Organic Strawberries'],76,0.1953727506426735,23.976354207702908,109
[21292],[21134],['Organic Spaghetti Squash'],['Organic Strawberries'],1904,0.13578662102410496,16.663880257772,109
[21134 27101 47152],[13173],"['Organic Strawberries', 'Fresh Cauliflower', 'Coconut Almond Unsweetened Creamer Blend']",['Bag of Organic Bananas'],10,0.3225806451612903,27.62360173260594,109
[18334],[24849],['Classic Mild Cheddar Macaroni & Cheese'],['Banana'],895,0.26933493830875715,18.540268045144973,109
[21134 24961],[24849],"['Organic Strawberries', 'Organic Garlic']",['Banana'],3412,0.2097498002090121,14.438592863999956,109
[2596],[47205],['Fresh Pressed Virgin Coconut Oil'],['Organic Hass Avocado'],229,0.15825846579129232,24.231404039320932,109
[26206 27842],[47622],"['Limes', 'Organic Whole Milk']",['Large Lemon'],2030,0.23207957013833314,48.812898545591345,109
[ 5371 27842],[26206],"['Organic No Salt Added Diced Tomatoes', 'Organic Whole Milk']",['Limes'],114,0.13555291319857313,31.257864039760968,109
[8274],[26206],['Apple Honeycrisp Organic'],['Limes'],6709,0.0768745989549913,17.726920842536067,109
[8274],[47622],['Apple Honeycrisp Organic'],['Large Lemon'],7310,0.08376111467595564,17.61733180695743,109
[12842 19675],[24849],"['Chopped Walnuts', 'Organic Russet Potato']",['Banana'],53,0.25853658536585367,17.796939462285803,109
[27842],[21900],['Organic Whole Milk'],['Organic Baby Spinach'],17619,0.12337112167659807,16.576154789613906,109
[16756 22932 34445],[24849],"['Organic Carrot Bunch', 'Organic Yellow Onion', 'Original Veggie Straws']",['Banana'],4,0.0975609756097561,6.715826212183321,109
[27153 45004 47622],[21134 47205],"['Organic Black Beans', 'Organic Zucchini', 'Large Lemon']","['Organic Strawberries', 'Organic Hass Avocado']",16,0.03931203931203931,31.405712436397717,109
[27153],[47622],['Organic Black Beans'],['Large Lemon'],3217,0.08128458448088537,17.09644745214325,109
[21134 27153],[47205],"['Organic Strawberries', 'Organic Black Beans']",['Organic Hass Avocado'],1401,0.22680913064594463,34.72739140373624,109
[40703 47205 47622],[21900],"['Organic Grape Tomatoes', 'Organic Hass Avocado', 'Large Lemon']",['Organic Baby Spinach'],435,0.3305471124620061,44.41233918415011,109
[46975 47205],[47622],"['Asparagus', 'Organic Hass Avocado']",['Large Lemon'],1175,0.13227513227513227,27.821202047220755,109
[5448],[46975],['Small Hass Avocado'],['Asparagus'],2383,0.04571790346097767,21.73038500153997,109
[31714],[27842],['Organic Cilantro'],['Organic Whole Milk'],5231,0.07160848733744012,16.957384998316293,109
[31340],[24849],['Shredded Mild Cheddar Cheese'],['Banana'],6375,0.2292093625283141,15.778135010691184,109
[ 5118 27963],[47205],"['Organic Vanilla Soymilk', 'Organic Raspberries']",['Organic Hass Avocado'],66,0.24175824175824176,37.01629234549367,109
[28286 44680],[13173],"['Organic Shredded Carrots', 'Brussels Sprouts']",['Bag of Organic Bananas'],34,0.15384615384615385,13.174333134012064,109
[28286],[47205],['Organic Shredded Carrots'],['Organic Hass Avocado'],2944,0.13991730431063162,21.423136613207838,109
[46523],[17791],['French Green Beans'],['Carrots'],129,0.04988399071925754,22.424095408099998,109
[40703 46523],[21134],"['Organic Grape Tomatoes', 'French Green Beans']",['Organic Strawberries'],41,0.23699421965317918,29.084185675285493,109
[13173 14989 47622],[21134],"['Bag of Organic Bananas', 'Green Beans', 'Large Lemon']",['Organic Strawberries'],102,0.19615384615384615,24.072211089403744,109
[13626 47622],[13173],"['Organic Snipped Green Beans', 'Large Lemon']",['Bag of Organic Bananas'],440,0.22,18.83929638163725,109
[25135],[47205],['Organic Plain Greek Whole Milk Yogurt'],['Organic Hass Avocado'],2086,0.1728251864125932,26.461756084867368,109
[35129],[48675],['Cheese Square Crackers'],['Organic Garnet Sweet Potato (Yam)'],123,0.03205629397967162,19.889467482445855,109
[35129 47205],[24849],"['Cheese Square Crackers', 'Organic Hass Avocado']",['Banana'],56,0.1414141414141414,9.73455617624552,109
[6636],[12842],['Organic Brown Rice Crisps Cereal'],['Chopped Walnuts'],9,0.004044943820224719,13.064309408864933,109
[32575],[21900],['Organic Fresh Squeezed Orange Juice'],['Organic Baby Spinach'],715,0.12452107279693486,16.730662323566303,109
[8171],[27963],['Organic Navel Orange'],['Organic Raspberries'],5505,0.1231516073465918,29.20609848968652,109
[10746],[27963],['Organic Red Bell Pepper'],['Organic Raspberries'],6443,0.10760212431944954,25.51845086137488,109
[27842 43765],[47622],"['Organic Whole Milk', 'Organic Bell Pepper']",['Large Lemon'],193,0.11136757068667051,23.42375042299992,109
[22932 23798 24486],[21134 47762],"['Organic Yellow Onion', 'Fusilli No. 34', 'Organic Whole Strawberries']","['Organic Strawberries', 'Organic Avocado']",1,0.06666666666666667,89.92529780897681,109
[21134 23798],[13173],"['Organic Strawberries', 'Fusilli No. 34']",['Bag of Organic Bananas'],322,0.27521367521367524,23.567418161954915,109
[23798 24486],[47762],"['Fusilli No. 34', 'Organic Whole Strawberries']",['Organic Avocado'],15,0.1485148514851485,27.26376316305419,109
[23798 47762],[13173],"['Fusilli No. 34', 'Organic Avocado']",['Bag of Organic Bananas'],115,0.20318021201413428,17.398964695537135,109
[12611 27963],[47762],"['Yellow Grape Tomatoes', 'Organic Raspberries']",['Organic Avocado'],134,0.23674911660777384,43.46145708466141,109
[12453 12611 45004],[47762],"['Organic Sunday Bacon', 'Yellow Grape Tomatoes', 'Organic Zucchini']",['Organic Avocado'],2,1.0,183.5760052978982,109
[28120],[21900],['Organic Cut Green Beans'],['Organic Baby Spinach'],1198,0.1615208305244708,21.70195303516066,109
[31714],[27101],['Organic Cilantro'],['Fresh Cauliflower'],5467,0.07483915126625598,34.09433811037308,109
[30230 41585],[13173],"['Organic Large Brown Grade AA Cage Free Eggs', 'Firm Tofu']",['Bag of Organic Bananas'],89,0.2966666666666667,25.404505726753264,109
[16756 20667],[30388],"['Organic Carrot Bunch', 'Organic Lentil Vegetable Soup']",['Organic Cucumber'],5,0.09090909090909091,36.16803931319548,109
[21134 22932 26206],[21900],"['Organic Strawberries', 'Organic Yellow Onion', 'Limes']",['Organic Baby Spinach'],558,0.2450592885375494,32.92618762176345,109
[21134 26206],[24849],"['Organic Strawberries', 'Limes']",['Banana'],5626,0.2839119903108599,19.543711761448805,109
[22960 31714],[21134],"['Organic Roasted Turkey Breast', 'Organic Cilantro']",['Organic Strawberries'],203,0.22963800904977374,28.181423593707958,109
[ 8515 31714],[24849],"['Organic Red Onion', 'Organic Cilantro']",['Banana'],1430,0.15768000882125924,10.854253247885879,109
[17791 18367 47205],[21900],"['Carrots', 'Organic Shredded Mozzarella', 'Organic Hass Avocado']",['Organic Baby Spinach'],48,0.2823529411764706,37.936966079572606,109
[ 5132 18367],[47205],"['Organic Thompson Seedless Raisins', 'Organic Shredded Mozzarella']",['Organic Hass Avocado'],61,0.23282442748091603,35.648410619332985,109
[40703],[26206],['Organic Grape Tomatoes'],['Limes'],8236,0.09350802697608937,21.56251108792599,109
[17791 27101],[21134],"['Carrots', 'Fresh Cauliflower']",['Organic Strawberries'],902,0.16806409539780137,20.62500664805973,109
[24961 47622],[21900],"['Organic Garlic', 'Large Lemon']",['Organic Baby Spinach'],3831,0.2379798732761834,31.974996762852598,109
[8515],[45004],['Organic Red Onion'],['Organic Zucchini'],7928,0.11197107508050393,34.61011275802947,109
[46663],[13173],['Organic Ginger Root'],['Bag of Organic Bananas'],11207,0.2071763966428809,17.741170634703955,109
[18653 45004 46663],[24961],"['Organic Red Potato', 'Organic Zucchini', 'Organic Ginger Root']",['Organic Garlic'],29,0.2871287128712871,85.22711325865068,109
[47205 47622],[21900],"['Organic Hass Avocado', 'Large Lemon']",['Organic Baby Spinach'],3558,0.2260770110560427,30.375727145140065,109
[24181 47205 47622],[21900],"['Red Peppers', 'Organic Hass Avocado', 'Large Lemon']",['Organic Baby Spinach'],187,0.29541864139020535,39.692474712664996,109
[22932 24849 41947],[21134],"['Organic Yellow Onion', 'Banana', 'Organic Tomato Cluster']",['Organic Strawberries'],217,0.2289029535864979,28.091216796230643,109
[22932],[47762],['Organic Yellow Onion'],['Organic Avocado'],11423,0.09703863535967923,17.813965038889286,109
[24961 48675],[13173],"['Organic Garlic', 'Organic Garnet Sweet Potato (Yam)']",['Bag of Organic Bananas'],1865,0.2887890987921957,24.7299246542368,109
[23762 48675],[13173],"['Organic Smoked Turkey Breast', 'Organic Garnet Sweet Potato (Yam)']",['Bag of Organic Bananas'],96,0.39183673469387753,33.554219900504194,109
[48771],[47622],['Organic Red Cabbage'],['Large Lemon'],1555,0.09939277724512624,20.905112625549233,109
[12611],[48771],['Yellow Grape Tomatoes'],['Organic Red Cabbage'],65,0.008224724788055169,17.779024571944092,109
[40703],[21134],['Organic Grape Tomatoes'],['Organic Strawberries'],16315,0.18523354299598083,22.732059734072994,109
[21134 21900 27518],[13173],"['Organic Strawberries', 'Organic Baby Spinach', 'Organic Lacinato (Dinosaur) Kale']",['Bag of Organic Bananas'],579,0.37258687258687256,31.905793275324584,109
[21414 30388],[13173],"['Organic Creamy Tomato Soup', 'Organic Cucumber']",['Bag of Organic Bananas'],102,0.2857142857142857,24.466618677450978,109
[21414 24961 26206],[13173],"['Organic Creamy Tomato Soup', 'Organic Garlic', 'Limes']",['Bag of Organic Bananas'],16,0.2222222222222222,19.029592304684094,109
[8274],[22932],['Apple Honeycrisp Organic'],['Organic Yellow Onion'],7800,0.08937574479787332,25.677119398792232,109
[12453 45004],[47762],"['Organic Sunday Bacon', 'Organic Zucchini']",['Organic Avocado'],125,0.12512512512512514,22.969970632870147,109
[48741],[31714],['Globe Eggplant'],['Organic Cilantro'],1472,0.08214285714285714,38.02871995697663,109
[48675],[27963],['Organic Garnet Sweet Potato (Yam)'],['Organic Raspberries'],4362,0.08002641862513071,18.97871667695399,109
[8135],[48675],['Traditional Hummus'],['Organic Garnet Sweet Potato (Yam)'],318,0.0372408947183511,23.10627563459291,109
[13173 37062 45004],[21900],"['Bag of Organic Bananas', 'Serrano Chile Peppers', 'Organic Zucchini']",['Organic Baby Spinach'],35,0.3181818181818182,42.75093715406383,109
[  811 37062],[21900],"['Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free', 'Serrano Chile Peppers']",['Organic Baby Spinach'],1,0.125,16.79501102481079,109
[44356 47762],[24849],"['Organic Small Bunch Celery', 'Organic Avocado']",['Banana'],1722,0.2744660503665923,18.893479527915478,109
[27963],[21134],['Organic Raspberries'],['Organic Strawberries'],35533,0.2491742810459808,30.578935916886444,109
[14989],[27963],['Green Beans'],['Organic Raspberries'],1430,0.04730556750140594,11.218782225620796,109
[9738],[12453],['Cheese Pizza'],['Organic Sunday Bacon'],66,0.009022556390977444,23.63187662464712,109
[ 9738 21900 47205],[24849],"['Cheese Pizza', 'Organic Baby Spinach', 'Organic Hass Avocado']",['Banana'],24,0.21238938053097345,14.620294231832718,109
[25135 34240],[21134],"['Organic Plain Greek Whole Milk Yogurt', 'Organic Baby Broccoli']",['Organic Strawberries'],71,0.23355263157894737,28.66183028317809,109
[21134 47205],[13173],"['Organic Strawberries', 'Organic Hass Avocado']",['Bag of Organic Bananas'],15776,0.3726643516878086,31.91242805598784,109
[28598],[21134],['Collard Greens'],['Organic Strawberries'],1163,0.10757561742669504,13.201795537250375,109
[17791 21134 28598],[22932],"['Carrots', 'Organic Strawberries', 'Collard Greens']",['Organic Yellow Onion'],18,0.20454545454545456,58.764691368131004,109
[22932 28598],[27518],"['Organic Yellow Onion', 'Collard Greens']",['Organic Lacinato (Dinosaur) Kale'],161,0.150749063670412,113.72799508500071,109
[26206 28598],[27518],"['Limes', 'Collard Greens']",['Organic Lacinato (Dinosaur) Kale'],123,0.11759082217973231,88.71277951109838,109
